focal.strain	int.id	i.int	j.int	outcome	score.d	score.o	dom.score	psim	pdist	tdist1	tdist2	tdist3	tdist4	i.clade	j.clade	WB	self	RI	RNI	ASYM	SUM
39C	26B	2	0	26B	0	0	-2	90.6	9.4	0.000333572	840.307095	0.237581754	208.1752218	Psyr	Psyr	W	0	0	0	1	1
39C	22C	1	0	22C	1	0	-1	86.2	13.8	NA	NA	NA	NA	Psyr	Psyr	W	0	0	0	1	1
39C	39F	1	2	39C	1	2	1	86.6	13.4	0.000143934	1241.290565	0.676196536	722.4911328	Psyr	Psyr	W	0	0	0	1	1
39C	08C	0	2	39C	2	2	2	86.3	13.7	0.000119848	871.9083595	0.396468201	555.8451044	Psyr	Psyr	W	0	0	0	1	1
39C	23A	1	2	39C	1	2	1	86.4	13.6	0.000175481	1180.525071	0.682291336	711.2484977	Psyr	Psyr	W	0	0	0	1	1
39C	24C	1	0	24C	1	0	-1	86.3	13.7	6.37E-05	614.9312748	0.265130941	323.8384333	Psyr	Psyr	W	0	0	0	1	1
39C	21A	1	0	21A	1	0	-1	86.7	13.3	8.01E-05	291.6783219	0.315665289	178.2680238	Psyr	Psyr	W	0	0	0	1	1
39C	20B	2	1	20B	0	1	-1	86.7	13.3	6.16E-05	411.3588307	0.302992149	110.8369662	Psyr	Psyr	W	0	0	0	1	1
39C	08B	2	0	08B	0	0	-2	85.8	14.2	0.000885509	282.760979	0.059772972	582.4440855	Psyr	Psyr	W	0	0	0	1	1
39C	36A	2	0	36A	0	0	-2	85.2	14.8	0.000412294	929.6964722	0.226916035	199.5249613	Psyr	Pflu	B	0	0	0	1	1
39C	06B	2	0	06B	0	0	-2	85.2	14.8	0.000553556	822.3677628	0.161833927	319.7283042	Psyr	Pflu	B	0	0	0	1	1
39C	07B	2	0	07B	0	0	-2	85.2	14.8	0.000408363	717.7537638	0.262145226	35.62065086	Psyr	Pflu	B	0	0	0	1	1
39C	43A	2	0	43A	0	0	-2	85.2	14.8	0.000279687	1260.175649	0.229557522	167.3292403	Psyr	Pflu	B	0	0	0	1	1
39C	29A	2	0	29A	0	0	-2	85	15	0.000434432	1138.252771	0.145644495	369.1266252	Psyr	Pflu	B	0	0	0	1	1
39C	39A	2	0	39A	0	0	-2	85.7	14.3	0.000509103	1278.248895	0.205015217	354.6766472	Psyr	Pflu	B	0	0	0	1	1
39C	34A	2	0	34A	0	0	-2	85.5	14.5	0.00036735	1235.074026	0.324341301	70.36171866	Psyr	Pflu	B	0	0	0	1	1
39C	27A	2	0	27A	0	0	-2	85.6	14.4	0.000207933	1398.57574	0.196239794	297.5869712	Psyr	Pflu	B	0	0	0	1	1
39C	36B	2	0	36B	0	0	-2	85.6	14.4	0.000218543	1373.786594	0.202089861	244.5261192	Psyr	Pflu	B	0	0	0	1	1
39C	33E	2	0	33E	0	0	-2	85.6	14.4	0.000237369	1321.511158	0.162504355	299.8974422	Psyr	Pflu	B	0	0	0	1	1
39C	13A	2	0	13A	0	0	-2	85.6	14.4	0.000206457	1377.265471	0.211403361	216.6551718	Psyr	Pflu	B	0	0	0	1	1
39C	03A	2	0	03A	0	0	-2	85.5	14.5	0.000304493	1259.639813	0.183352669	305.7550952	Psyr	Pflu	B	0	0	0	1	1
39C	06A	2	0	06A	0	0	-2	85.5	14.5	0.000304882	1278.999885	0.171940013	338.8941642	Psyr	Pflu	B	0	0	0	1	1
39C	46A	2	0	46A	0	0	-2	85.4	14.6	0.000712218	1024.331864	0.353171227	22.97880486	Psyr	Pflu	B	0	0	0	1	1
16A	14B	0	0	RNI	2	0	0	100	0	3.22E-05	88.9300126	0.02290987	89.29910977	Psyr	Psyr	W	0	0	1	0	1
16A	46B	0	2	16A	2	2	2	91.1	8.9	5.62E-06	812.4655146	0.212117966	17.34096434	Psyr	Psyr	W	0	0	0	1	1
16A	02A	0	0	RNI	2	0	0	92	8	0.000268781	516.6832778	0.117820672	346.3664313	Psyr	Psyr	W	0	0	1	0	1
16A	08A	2	0	08A	0	0	-2	92	8	0.000231505	1352.930246	0.123303856	253.6238975	Psyr	Psyr	W	0	0	0	1	1
16A	06C	0	0	RNI	2	0	0	92	8	0.00018875	472.3463356	0.110565846	260.8531643	Psyr	Psyr	W	0	0	1	0	1
16A	4326	0	2	16A	2	2	2	92	8	0.000184097	932.4976708	0.406797177	403.6381288	Psyr	Psyr	W	0	0	0	1	1
16A	19A	0	0	RNI	2	0	0	91.9	8.1	0.000342209	1535.303562	0.184279939	195.8115148	Psyr	Psyr	W	0	0	1	0	1
16A	07A	1	0	07A	1	0	-1	90.1	9.9	0.000231409	1088.960448	0.163568269	104.0180814	Psyr	Psyr	W	0	0	0	1	1
16A	22D	0	0	RNI	2	0	0	90.1	9.9	8.98E-05	808.2990117	0.195897298	5.727489051	Psyr	Psyr	W	0	0	1	0	1
16A	22B	0	0	RNI	2	0	0	90.1	9.9	0.00022181	878.1195249	0.141179424	91.17187599	Psyr	Psyr	W	0	0	1	0	1
16A	26B	1	1	RI	1	1	0	90.5	9.5	0.000282924	1001.452996	0.080911303	282.1765641	Psyr	Psyr	W	0	1	0	0	1
16A	22C	0	1	16A	2	1	1	86.1	13.9	NA	NA	NA	NA	Psyr	Psyr	W	0	0	0	1	1
16A	39F	0	2	16A	2	2	2	86.5	13.5	0.000194582	1402.436466	0.519526085	648.4897905	Psyr	Psyr	W	0	0	0	1	1
16A	08C	0	2	16A	2	2	2	86.2	13.8	6.92E-05	710.7624584	0.239797749	481.843762	Psyr	Psyr	W	0	0	0	1	1
16A	23A	0	2	16A	2	2	2	86.3	13.7	0.000226129	1341.670972	0.525620884	637.2471553	Psyr	Psyr	W	0	0	0	1	1
16A	24C	1	2	16A	1	2	1	86.3	13.7	0.000114372	453.7853737	0.10846049	249.8370909	Psyr	Psyr	W	0	0	0	1	1
16A	21A	1	2	16A	1	2	1	86.6	13.4	2.94E-05	130.5324208	0.158994837	104.2666814	Psyr	Psyr	W	0	0	0	1	1
16A	20B	0	2	16A	2	2	2	86.6	13.4	1.09E-05	572.5047318	0.146321697	36.83562382	Psyr	Psyr	W	0	0	0	1	1
16A	08B	2	0	08B	0	0	-2	85.9	14.1	0.000834861	121.6150779	0.09689748	656.4454279	Psyr	Psyr	W	0	0	0	1	1
16A	36A	2	0	36A	0	0	-2	85.1	14.9	0.000361646	1090.842373	0.070245584	273.5263036	Psyr	Pflu	B	0	0	0	1	1
16A	06B	2	0	06B	0	0	-2	85.1	14.9	0.000502908	983.5136639	0.005163476	393.7296465	Psyr	Pflu	B	0	0	0	1	1
16A	07B	2	0	07B	0	0	-2	85.1	14.9	0.000357715	878.8996649	0.105474775	109.6219932	Psyr	Pflu	B	0	0	0	1	1
16A	43A	2	0	43A	0	0	-2	85.1	14.9	0.000229039	1421.32155	0.072887071	241.3305826	Psyr	Pflu	B	0	0	0	1	1
16A	29A	2	0	29A	0	0	-2	85	15	0.000383784	1299.398672	0.011025956	443.1279675	Psyr	Pflu	B	0	0	0	1	1
16A	39A	2	0	39A	0	0	-2	85.8	14.2	0.000458455	1439.394796	0.048344766	428.6779895	Psyr	Pflu	B	0	0	0	1	1
16A	34A	2	0	34A	0	0	-2	85.5	14.5	0.000316702	1396.219927	0.16767085	144.363061	Psyr	Pflu	B	0	0	0	1	1
16A	27A	2	0	27A	0	0	-2	85.5	14.5	0.000157285	1559.721641	0.039569343	371.5883135	Psyr	Pflu	B	0	0	0	1	1
16A	36B	2	0	36B	0	0	-2	85.5	14.5	0.000167895	1534.932495	0.04541941	318.5274615	Psyr	Pflu	B	0	0	0	1	1
16A	33E	2	0	33E	0	0	-2	85.5	14.5	0.000186721	1482.657059	0.005833904	373.8987845	Psyr	Pflu	B	0	0	0	1	1
16A	13A	2	0	13A	0	0	-2	85.5	14.5	0.000155809	1538.411372	0.05473291	290.6565141	Psyr	Pflu	B	0	0	0	1	1
16A	03A	2	0	03A	0	0	-2	85.5	14.5	0.000253845	1420.785715	0.026682218	379.7564375	Psyr	Pflu	B	0	0	0	1	1
16A	06A	2	0	06A	0	0	-2	85.5	14.5	0.000254234	1440.145786	0.015269562	412.8955065	Psyr	Pflu	B	0	0	0	1	1
16A	46A	2	0	46A	0	0	-2	85.3	14.7	0.00066157	1185.477765	0.196500776	96.98014724	Psyr	Pflu	B	0	0	0	1	1
14B	46B	0	1	14B	2	1	1	91.1	8.9	2.65E-05	723.535502	0.235027837	71.95814542	Psyr	Psyr	W	0	0	0	1	1
14B	02A	1	0	02A	1	0	-1	92	8	0.000300946	427.7532652	0.140730543	257.0673215	Psyr	Psyr	W	0	0	0	1	1
14B	08A	1	0	08A	1	0	-1	92	8	0.00026367	1264.000233	0.146213726	164.3247877	Psyr	Psyr	W	0	0	0	1	1
14B	06C	1	0	06C	1	0	-1	92	8	0.000220915	561.2763482	0.133475717	171.5540545	Psyr	Psyr	W	0	0	0	1	1
14B	4326	0	2	14B	2	2	2	92	8	0.000151932	843.5676582	0.429707048	492.9372386	Psyr	Psyr	W	0	0	0	1	1
14B	19A	0	0	RNI	2	0	0	91.9	8.1	0.000374374	1446.373549	0.207189809	106.512405	Psyr	Psyr	W	0	0	1	0	1
14B	07A	1	0	07A	1	0	-1	90.1	9.9	0.000263574	1000.030435	0.186478139	14.71897163	Psyr	Psyr	W	0	0	0	1	1
14B	22D	1	0	22D	1	0	-1	90.1	9.9	0.000121956	719.3689991	0.218807169	95.02659882	Psyr	Psyr	W	0	0	0	1	1
14B	22B	0	0	RNI	2	0	0	90.1	9.9	0.000253975	789.1895123	0.164089294	1.872766222	Psyr	Psyr	W	0	0	1	0	1
14B	26B	1	0	26B	1	0	-1	90.5	9.5	0.000315089	912.5229835	0.103821173	192.8774544	Psyr	Psyr	W	0	0	0	1	1
14B	22C	0	0	RNI	2	0	0	86.1	13.9	NA	NA	NA	NA	Psyr	Psyr	W	0	0	1	0	1
14B	39F	0	2	14B	2	2	2	86.5	13.5	0.000162417	1313.506454	0.542435955	737.7889002	Psyr	Psyr	W	0	0	0	1	1
14B	08C	0	2	14B	2	2	2	86.2	13.8	0.000101365	799.692471	0.262707619	571.1428718	Psyr	Psyr	W	0	0	0	1	1
14B	23A	0	2	14B	2	2	2	86.3	13.7	0.000193964	1252.740959	0.548530755	726.5462651	Psyr	Psyr	W	0	0	0	1	1
14B	24C	1	2	14B	1	2	1	86.3	13.7	8.22E-05	542.7153863	0.13137036	339.1362006	Psyr	Psyr	W	0	0	0	1	1
14B	21A	1	2	14B	1	2	1	86.6	13.4	6.16E-05	219.4624334	0.181904708	193.5657912	Psyr	Psyr	W	0	0	0	1	1
14B	20B	0	2	14B	2	2	2	86.6	13.4	4.31E-05	483.5747192	0.169231567	126.1347336	Psyr	Psyr	W	0	0	0	1	1
14B	08B	2	0	08B	0	0	-2	85.9	14.1	0.000867026	210.5450905	0.073987609	567.1463182	Psyr	Psyr	W	0	0	0	1	1
14B	36A	1	0	36A	1	0	-1	85.1	14.9	0.000393811	1001.912361	0.093155454	184.2271939	Psyr	Pflu	B	0	0	0	1	1
14B	06B	2	0	06B	0	0	-2	85.1	14.9	0.000535073	894.5836513	0.028073346	304.4305368	Psyr	Pflu	B	0	0	0	1	1
14B	07B	2	0	07B	0	0	-2	85.1	14.9	0.00038988	789.9696523	0.128384645	20.32288347	Psyr	Pflu	B	0	0	0	1	1
14B	43A	2	0	43A	0	0	-2	85.1	14.9	0.000261204	1332.391537	0.095796941	152.0314729	Psyr	Pflu	B	0	0	0	1	1
14B	29A	2	0	29A	0	0	-2	85	15	0.000415949	1210.468659	0.011883914	353.8288578	Psyr	Pflu	B	0	0	0	1	1
14B	39A	2	0	39A	0	0	-2	85.8	14.2	0.00049062	1350.464784	0.071254636	339.3788798	Psyr	Pflu	B	0	0	0	1	1
14B	34A	2	0	34A	0	0	-2	85.5	14.5	0.000348867	1307.289914	0.19058072	55.06395127	Psyr	Pflu	B	0	0	0	1	1
14B	27A	2	0	27A	0	0	-2	85.5	14.5	0.00018945	1470.791629	0.062479213	282.2892038	Psyr	Pflu	B	0	0	0	1	1
14B	36B	2	0	36B	0	0	-2	85.5	14.5	0.00020006	1446.002483	0.06832928	229.2283518	Psyr	Pflu	B	0	0	0	1	1
14B	33E	2	0	33E	0	0	-2	85.5	14.5	0.000218886	1393.727047	0.028743774	284.5996748	Psyr	Pflu	B	0	0	0	1	1
14B	13A	2	0	13A	0	0	-2	85.5	14.5	0.000187974	1449.481359	0.07764278	201.3574044	Psyr	Pflu	B	0	0	0	1	1
14B	03A	2	0	03A	0	0	-2	85.5	14.5	0.00028601	1331.855702	0.049592088	290.4573278	Psyr	Pflu	B	0	0	0	1	1
14B	06A	2	0	06A	0	0	-2	85.5	14.5	0.000286399	1351.215773	0.038179432	323.5963968	Psyr	Pflu	B	0	0	0	1	1
14B	46A	2	0	46A	0	0	-2	85.3	14.7	0.000693735	1096.547752	0.219410646	7.681037475	Psyr	Pflu	B	0	0	0	1	1
46B	02A	2	0	02A	0	0	-2	93.9	6.1	0.000274397	295.7822369	0.094297294	329.0254669	Psyr	Psyr	W	0	0	0	1	1
46B	08A	2	0	08A	0	0	-2	93.9	6.1	0.000237121	540.4647312	0.08881411	236.2829331	Psyr	Psyr	W	0	0	0	1	1
46B	06C	2	0	06C	0	0	-2	93.9	6.1	0.000194366	1284.81185	0.10155212	243.5122	Psyr	Psyr	W	0	0	0	1	1
46B	4326	2	1	4326	0	1	-1	93.9	6.1	0.000178481	120.0321561	0.194679211	420.9790931	Psyr	Psyr	W	0	0	0	1	1
46B	19A	1	0	19A	1	0	-1	94	6	0.000347825	722.8380473	0.027838027	178.4705504	Psyr	Psyr	W	0	0	0	1	1
46B	07A	2	0	07A	0	0	-2	89.9	10.1	0.000237025	276.4949332	0.048549698	86.67711705	Psyr	Psyr	W	0	0	0	1	1
46B	22D	2	0	22D	0	0	-2	90.1	9.9	9.54E-05	4.166502909	0.016220668	23.06845339	Psyr	Psyr	W	0	0	0	1	1
46B	22B	2	0	22B	0	0	-2	90.1	9.9	0.000227426	65.6540103	0.070938542	73.83091164	Psyr	Psyr	W	0	0	0	1	1
46B	26B	2	0	26B	0	0	-2	90.1	9.9	0.00028854	188.9874815	0.131206663	264.8355998	Psyr	Psyr	W	0	0	0	1	1
46B	22C	2	0	22C	0	0	-2	85.5	14.5	NA	NA	NA	NA	Psyr	Psyr	W	0	0	0	1	1
46B	39F	2	0	39F	0	0	-2	86.3	13.7	0.000188966	589.9709516	0.307408119	665.8307548	Psyr	Psyr	W	0	0	0	1	1
46B	08C	2	0	08C	0	0	-2	86.5	13.5	7.48E-05	1523.227973	0.027679783	499.1847264	Psyr	Psyr	W	0	0	0	1	1
46B	23A	2	0	23A	0	0	-2	86.6	13.4	0.000220513	529.2054572	0.313502918	654.5881196	Psyr	Psyr	W	0	0	0	1	1
46B	24C	2	0	24C	0	0	-2	86.7	13.3	0.000108756	1266.250888	0.103657476	267.1780552	Psyr	Psyr	W	0	0	0	1	1
46B	21A	2	0	21A	0	0	-2	86.1	13.9	3.50E-05	942.9979355	0.053123129	121.6076457	Psyr	Psyr	W	0	0	0	1	1
46B	20B	2	0	20B	0	0	-2	86.1	13.9	1.65E-05	239.9607828	0.065796269	54.17658816	Psyr	Psyr	W	0	0	0	1	1
46B	08B	1	0	08B	1	0	-1	84.4	15.6	0.000840477	934.0805925	0.309015446	639.1044636	Psyr	Psyr	W	0	0	0	1	1
46B	36A	2	0	36A	0	0	-2	84.6	15.4	0.000367262	278.3768586	0.141872383	256.1853393	Psyr	Pflu	B	0	0	0	1	1
46B	06B	2	0	06B	0	0	-2	84.6	15.4	0.000508524	171.0481492	0.206954491	376.3886822	Psyr	Pflu	B	0	0	0	1	1
46B	07B	2	0	07B	0	0	-2	84.6	15.4	0.000363331	66.43415024	0.106643192	92.2810289	Psyr	Pflu	B	0	0	0	1	1
46B	43A	2	0	43A	0	0	-2	84.3	15.7	0.000234655	608.8560352	0.139230896	223.9896183	Psyr	Pflu	B	0	0	0	1	1
46B	29A	2	0	29A	0	0	-2	84.2	15.8	0.0003894	486.9331572	0.223143923	425.7870032	Psyr	Pflu	B	0	0	0	1	1
46B	39A	2	0	39A	0	0	-2	84.8	15.2	0.000464071	626.9292817	0.163773201	411.3370252	Psyr	Pflu	B	0	0	0	1	1
46B	34A	2	0	34A	0	0	-2	85.1	14.9	0.000322318	583.7544124	0.044447117	127.0220967	Psyr	Pflu	B	0	0	0	1	1
46B	27A	2	0	27A	0	0	-2	85	15	0.000162901	747.2561265	0.172548624	354.2473492	Psyr	Pflu	B	0	0	0	1	1
46B	36B	2	0	36B	0	0	-2	85	15	0.000173511	722.4669808	0.166698557	301.1864972	Psyr	Pflu	B	0	0	0	1	1
46B	33E	2	0	33E	0	0	-2	85	15	0.000192337	670.1915447	0.206284063	356.5578202	Psyr	Pflu	B	0	0	0	1	1
46B	13A	2	0	13A	0	0	-2	85	15	0.000161425	725.9458573	0.157385057	273.3155498	Psyr	Pflu	B	0	0	0	1	1
46B	03A	0	0	RNI	2	0	0	84.9	15.1	0.000259461	608.3201999	0.185435749	362.4154732	Psyr	Pflu	B	0	0	1	0	1
46B	06A	2	0	06A	0	0	-2	84.9	15.1	0.00025985	627.6802712	0.196848405	395.5545422	Psyr	Pflu	B	0	0	0	1	1
46B	46A	2	0	46A	0	0	-2	85	15	0.000667186	373.0122503	0.015617191	79.6391829	Psyr	Pflu	B	0	0	0	1	1
02A	08A	0	1	02A	2	1	1	100	0	3.73E-05	836.2469681	0.005483184	92.74253379	Psyr	Psyr	W	0	0	0	1	1
02A	06C	0	1	02A	2	1	1	100	0	8.00E-05	989.0296134	0.007254826	85.51326695	Psyr	Psyr	W	0	0	0	1	1
02A	4326	0	2	02A	2	2	2	100	0	0.000452878	415.814393	0.288976505	750.0045601	Psyr	Psyr	W	0	0	0	1	1
02A	19A	0	1	02A	2	1	1	99.5	0.5	7.34E-05	1018.620284	0.066459267	150.5549165	Psyr	Psyr	W	0	0	0	1	1
02A	07A	0	0	RNI	2	0	0	89.7	10.3	3.74E-05	572.2771701	0.045747596	242.3483499	Psyr	Psyr	W	0	0	1	0	1
02A	22D	0	0	RNI	2	0	0	89.7	10.3	0.00017899	291.615734	0.078076626	352.0939203	Psyr	Psyr	W	0	0	1	0	1
02A	22B	1	0	22B	1	0	-1	89.7	10.3	4.70E-05	361.4362472	0.023358752	255.1945553	Psyr	Psyr	W	0	0	0	1	1
02A	26B	1	1	RI	1	1	0	89.7	10.3	1.41E-05	484.7697184	0.036909369	64.18986712	Psyr	Psyr	W	0	1	0	0	1
02A	22C	0	2	02A	2	2	2	86.4	13.6	NA	NA	NA	NA	Psyr	Psyr	W	0	0	0	1	1
02A	39F	0	2	02A	2	2	2	85.9	14.1	0.000463363	885.7531885	0.401705413	994.8562217	Psyr	Psyr	W	0	0	0	1	1
02A	08C	0	2	02A	2	2	2	86.2	13.8	0.000199581	1227.445736	0.121977077	828.2101933	Psyr	Psyr	W	0	0	0	1	1
02A	23A	0	2	02A	2	2	2	86.4	13.6	0.00049491	824.9876941	0.407800212	983.6135866	Psyr	Psyr	W	0	0	0	1	1
02A	24C	0	2	02A	2	2	2	87.4	12.6	0.000383153	970.4686515	0.009360182	596.2035221	Psyr	Psyr	W	0	0	0	1	1
02A	21A	0	2	02A	2	2	2	86.7	13.3	0.00023936	647.2156986	0.041174165	450.6331127	Psyr	Psyr	W	0	0	0	1	1
02A	20B	0	2	02A	2	2	2	86.7	13.3	0.000257863	55.8214541	0.028501025	383.2020551	Psyr	Psyr	W	0	0	0	1	1
02A	08B	2	0	08B	0	0	-2	84.6	15.4	0.00056608	638.2983556	0.214718152	310.0789967	Psyr	Psyr	W	0	0	0	1	1
02A	36A	2	1	36A	0	1	-1	85	15	9.29E-05	574.1590955	0.047575089	72.84012762	Psyr	Pflu	B	0	0	0	1	1
02A	06B	2	0	06B	0	0	-2	85	15	0.000234127	466.8303861	0.112657197	47.36321528	Psyr	Pflu	B	0	0	0	1	1
02A	07B	1	0	07B	1	0	-1	85	15	8.89E-05	362.2163871	0.012345898	236.744438	Psyr	Pflu	B	0	0	0	1	1
02A	43A	2	0	43A	0	0	-2	85	15	3.97E-05	904.6382721	0.044933602	105.0358486	Psyr	Pflu	B	0	0	0	1	1
02A	29A	2	0	29A	0	0	-2	84.9	15.1	0.000115003	782.7153941	0.128846629	96.76153628	Psyr	Pflu	B	0	0	0	1	1
02A	39A	2	0	39A	0	0	-2	85.7	14.3	0.000189674	922.7115186	0.069475907	82.31155828	Psyr	Pflu	B	0	0	0	1	1
02A	34A	2	0	34A	0	0	-2	85.1	14.9	4.79E-05	879.5366493	0.049850177	202.0033702	Psyr	Pflu	B	0	0	0	1	1
02A	27A	2	0	27A	0	0	-2	85.6	14.4	0.000111496	1043.038363	0.07825133	25.22188228	Psyr	Pflu	B	0	0	0	1	1
02A	36B	2	0	36B	0	0	-2	85.6	14.4	0.000100886	1018.249218	0.072401263	27.83896972	Psyr	Pflu	B	0	0	0	1	1
02A	33E	2	0	33E	0	0	-2	85.6	14.4	8.21E-05	965.9737816	0.111986769	27.53235328	Psyr	Pflu	B	0	0	0	1	1
02A	13A	2	0	13A	0	0	-2	85.6	14.4	0.000112972	1021.728094	0.063087763	55.70991712	Psyr	Pflu	B	0	0	0	1	1
02A	03A	2	0	03A	0	0	-2	85.5	14.5	1.49E-05	904.1024368	0.091138455	33.39000628	Psyr	Pflu	B	0	0	0	1	1
02A	06A	2	0	06A	0	0	-2	85.5	14.5	1.45E-05	923.4625081	0.102551111	66.52907528	Psyr	Pflu	B	0	0	0	1	1
02A	46A	2	0	46A	0	0	-2	85.2	14.8	0.000392789	668.7944872	0.078680103	249.386284	Psyr	Pflu	B	0	0	0	1	1
08A	06C	0	1	08A	2	1	1	100	0	4.28E-05	1825.276581	0.01273801	7.229266838	Psyr	Psyr	W	0	0	0	1	1
08A	4326	0	2	08A	2	2	2	100	0	0.000415602	420.432575	0.283493321	657.2620263	Psyr	Psyr	W	0	0	0	1	1
08A	19A	0	0	RNI	2	0	0	99.5	0.5	0.000110704	182.3733162	0.060976083	57.81238271	Psyr	Psyr	W	0	0	1	0	1
08A	07A	1	0	07A	1	0	-1	89.7	10.3	9.58E-08	263.969798	0.040264413	149.6058161	Psyr	Psyr	W	0	0	0	1	1
08A	22D	1	0	22D	1	0	-1	89.7	10.3	0.000141714	544.6312341	0.072593442	259.3513865	Psyr	Psyr	W	0	0	0	1	1
08A	22B	0	0	RNI	2	0	0	89.7	10.3	9.69E-06	474.8107209	0.017875568	162.4520215	Psyr	Psyr	W	0	0	1	0	1
08A	26B	0	0	RNI	2	0	0	89.7	10.3	5.14E-05	351.4772497	0.042392553	28.55266667	Psyr	Psyr	W	0	0	1	0	1
08A	22C	1	1	RI	1	1	0	86.4	13.6	NA	NA	NA	NA	Psyr	Psyr	W	0	1	0	0	1
08A	39F	0	2	08A	2	2	2	85.9	14.1	0.000426087	49.50622043	0.396222229	902.1136879	Psyr	Psyr	W	0	0	0	1	1
08A	08C	0	0	RNI	2	0	0	86.2	13.8	0.000162305	2063.692704	0.116493893	735.4676595	Psyr	Psyr	W	0	0	1	0	1
08A	23A	0	2	08A	2	2	2	86.4	13.6	0.000457634	11.25927393	0.402317028	890.8710528	Psyr	Psyr	W	0	0	0	1	1
08A	24C	1	2	08A	1	2	1	87.4	12.6	0.000345877	1806.71562	0.014843366	503.4609883	Psyr	Psyr	W	0	0	0	1	1
08A	21A	1	1	RI	1	1	0	86.7	13.3	0.000202084	1483.462667	0.035690982	357.8905789	Psyr	Psyr	W	0	1	0	0	1
08A	20B	0	1	08A	2	1	1	86.7	13.3	0.000220587	780.425514	0.023017841	290.4595213	Psyr	Psyr	W	0	0	0	1	1
08A	08B	2	0	08B	0	0	-2	84.6	15.4	0.000603356	1474.545324	0.220201336	402.8215304	Psyr	Psyr	W	0	0	0	1	1
08A	36A	2	0	36A	0	0	-2	85	15	0.000130141	262.0878725	0.053058272	19.90240617	Psyr	Pflu	B	0	0	0	1	1
08A	06B	2	0	06B	0	0	-2	85	15	0.000271403	369.4165819	0.11814038	140.1057491	Psyr	Pflu	B	0	0	0	1	1
08A	07B	2	0	07B	0	0	-2	85	15	0.00012621	474.0305809	0.017829081	144.0019042	Psyr	Pflu	B	0	0	0	1	1
08A	43A	2	0	43A	0	0	-2	85	15	2.47E-06	68.39130407	0.050416785	12.29331483	Psyr	Pflu	B	0	0	0	1	1
08A	29A	2	0	29A	0	0	-2	84.9	15.1	0.000152279	53.53157393	0.134329812	189.5040701	Psyr	Pflu	B	0	0	0	1	1
08A	39A	2	0	39A	0	0	-2	85.7	14.3	0.00022695	86.46455057	0.07495909	175.0540921	Psyr	Pflu	B	0	0	0	1	1
08A	34A	2	0	34A	0	0	-2	85.1	14.9	8.52E-05	43.28968127	0.044366994	109.2608364	Psyr	Pflu	B	0	0	0	1	1
08A	27A	2	0	27A	0	0	-2	85.6	14.4	7.42E-05	206.7913954	0.083734513	117.9644161	Psyr	Pflu	B	0	0	0	1	1
08A	36B	2	0	36B	0	0	-2	85.6	14.4	6.36E-05	182.0022497	0.077884446	64.90356407	Psyr	Pflu	B	0	0	0	1	1
08A	33E	2	0	33E	0	0	-2	85.6	14.4	4.48E-05	129.7268136	0.117469952	120.2748871	Psyr	Pflu	B	0	0	0	1	1
08A	13A	2	0	13A	0	0	-2	85.6	14.4	7.57E-05	185.4811262	0.068570946	37.03261667	Psyr	Pflu	B	0	0	0	1	1
08A	03A	2	0	03A	0	0	-2	85.5	14.5	2.23E-05	67.85546877	0.096621638	126.1325401	Psyr	Pflu	B	0	0	0	1	1
08A	06A	2	0	06A	0	0	-2	85.5	14.5	2.27E-05	87.21554007	0.108034294	159.2716091	Psyr	Pflu	B	0	0	0	1	1
08A	46A	2	0	46A	0	0	-2	85.2	14.8	0.000430065	167.4524808	0.07319692	156.6437502	Psyr	Pflu	B	0	0	0	1	1
06C	4326	0	2	06C	2	2	2	100	0	0.000372847	1404.844006	0.296231331	664.4912931	Psyr	Psyr	W	0	0	0	1	1
06C	19A	0	0	RNI	2	0	0	99.5	0.5	0.000153459	2007.649898	0.073714093	65.04164955	Psyr	Psyr	W	0	0	1	0	1
06C	07A	0	0	RNI	2	0	0	89.7	10.3	4.27E-05	1561.306783	0.053002422	156.8350829	Psyr	Psyr	W	0	0	1	0	1
06C	22D	1	0	22D	1	0	-1	89.7	10.3	9.90E-05	1280.645347	0.085331452	266.5806534	Psyr	Psyr	W	0	0	0	1	1
06C	22B	0	0	RNI	2	0	0	89.7	10.3	3.31E-05	1350.465861	0.030613578	169.6812883	Psyr	Psyr	W	0	0	1	0	1
06C	26B	0	0	RNI	2	0	0	89.7	10.3	9.42E-05	1473.799332	0.029654543	21.32339983	Psyr	Psyr	W	0	0	1	0	1
06C	22C	0	0	RNI	2	0	0	86.4	13.6	NA	NA	NA	NA	Psyr	Psyr	W	0	0	1	0	1
06C	39F	0	2	06C	2	2	2	85.9	14.1	0.000383332	1874.782802	0.408960239	909.3429548	Psyr	Psyr	W	0	0	0	1	1
06C	08C	0	2	06C	2	2	2	86.2	13.8	0.00011955	238.4161228	0.129231903	742.6969263	Psyr	Psyr	W	0	0	0	1	1
06C	23A	0	1	06C	2	1	1	86.4	13.6	0.000414879	1814.017308	0.415055038	898.1003196	Psyr	Psyr	W	0	0	0	1	1
06C	24C	0	2	06C	2	2	2	87.4	12.6	0.000303122	18.5609619	0.002105356	510.6902552	Psyr	Psyr	W	0	0	0	1	1
06C	21A	1	2	06C	1	2	1	86.7	13.3	0.000159329	341.8139148	0.048428991	365.1198457	Psyr	Psyr	W	0	0	0	1	1
06C	20B	0	2	06C	2	2	2	86.7	13.3	0.000177832	1044.851067	0.035755851	297.6887881	Psyr	Psyr	W	0	0	0	1	1
